id,Type of Relationship,Character 1,Character 2,Is Reciprocal?,Narrative Container,Start Page,End Page
269,"Knows","Rafaela Cortes","Sol","1","1: Midday - Not Too Far from Mazatlán","7","10"
270,"Knows","Gabriel Balboa","Rodriguez","1","1: Midday - Not Too Far from Mazatlán","4","5"
271,"Exchange","Rafaela Cortes","Rodriguez","1","1: Midday - Not Too Far from Mazatlán","4","5"
272,"Knows of","workers at Gabriel's house","Pancho Villa","1","1: Midday - Not Too Far from Mazatlán","5","5"
273,"Knows of","Gabriel Balboa","Pancho Villa","1","1: Midday - Not Too Far from Mazatlán","5","5"
274,"Knows of","Gabriel Balboa","Gabriel's Grandmother","0","1: Midday - Not Too Far from Mazatlán","5","6"
275,"Knows of","Gabriel Balboa","Gabriel's Grandfather","1","1: Midday - Not Too Far from Mazatlán","6","6"
276,"Knows","Gabriel's Grandmother","Gabriel's Grandfather","1","1: Midday - Not Too Far from Mazatlán","6","6"
277,"Knows","Gabriel's Grandfather","Pancho Villa","1","1: Midday - Not Too Far from Mazatlán","5","5"
278,"Knows","Rafaela Cortes","Rafaela's Mother","1","1: Midday - Not Too Far from Mazatlán","7","8"
279,"Knows of","Gabriel Balboa","Rafaela's Mother","1","1: Midday - Not Too Far from Mazatlán","7","7"
280,"Knows of","Doña Maria","Rafaela's Mother","0","1: Midday - Not Too Far from Mazatlán","8","8"
281,"Knows of","Doña Maria","Rafaela's Father","0","1: Midday - Not Too Far from Mazatlán","8","8"
282,"Knows of","Doña Maria","Rafaela's Great-Great-Grandfather","0","1: Midday - Not Too Far from Mazatlán","8","8"
284,"Knows","Rafaela Cortes","Rafaela's Father","1","1: Midday - Not Too Far from Mazatlán","8","8"
285,"Knows of","Rafaela Cortes","Rafaela's Great-Great-Grandfather","0","1: Midday - Not Too Far from Mazatlán","8","8"
286,"Exchange","Doña Maria","Lupe","1","1: Midday - Not Too Far from Mazatlán","8","8"
287,"Knows","Rafaela Cortes","Lupe","1","1: Midday - Not Too Far from Mazatlán","8","8"
288,"Knows","Doña Maria","Benito","1","1: Midday - Not Too Far from Mazatlán","9","9"
289,"Knows of","Rafaela Cortes","Benito","1","1: Midday - Not Too Far from Mazatlán","9","9"
290,"Knows of","Rafaela Cortes","Hernando","0","1: Midday - Not Too Far from Mazatlán","8","9"
291,"Knows","Doña Maria","Hernando","1","1: Midday - Not Too Far from Mazatlán","8","9"
292,"Knows of","Rafaela Cortes","L.C. Tibbets","0","1: Midday - Not Too Far from Mazatlán","11","11"
293,"Exchange","Bobby Ngu","Car Jacker (mentioned in Bobby's intro)","1","2: Benefits - Koreatown","14","14"
295,"Knows of","Bobby Ngu","Bruce Lee","1","2: Benefits - Koreatown","14","14"
296,"Knows","Bobby Ngu","Bobby's Brother","1","2: Benefits - Koreatown","15","15"
297,"Knows","Bobby Ngu","Bobby's Father","1","2: Benefits - Koreatown","15","15"
298,"Knows","Bobby Ngu","Bobby's Mother","1","2: Benefits - Koreatown","15","15"
300,"Knows of","Bobby Ngu","Refugees","1","2: Benefits - Koreatown","15","16"
301,"Knows of","Bobby Ngu","Americans (in the abstract)","1","2: Benefits - Koreatown","15","15"
302,"Knows","Bobby Ngu","Refugee Camp Guards","1","2: Benefits - Koreatown","15","15"
303,"Exchange","Bobby Ngu","Refugee Camp Guards","1","2: Benefits - Koreatown","16","16"
304,"Exchange","Bobby's Brother","Refugee Camp Guards","1","2: Benefits - Koreatown","16","16"
305,"Exchange","Bobby Ngu","Bobby's Father","1","2: Benefits - Koreatown","16","16"
306,"Exchange","Bobby Ngu","Bobby's Brother","1","2: Benefits - Koreatown","16","16"
307,"Knows","Bobby Ngu","Bobby's Sister 1","1","2: Benefits - Koreatown","16","16"
308,"Knows","Bobby's Brother","Bobby's Sister 1","1","2: Benefits - Koreatown","16","16"
309,"Knows","Bobby Ngu","Rafaela Cortes","1","2: Benefits - Koreatown","16","16"
310,"Exchange","Bobby Ngu","Rafaela Cortes","1","2: Benefits - Koreatown","17","17"
311,"Knows","Bobby Ngu","Sol","1","2: Benefits - Koreatown","17","17"
312,"Knows","Bobby's Brother","Bobby's Mother","1","2: Benefits - Koreatown","17","17"
313,"Knows of","Bobby Ngu","Bicycle Factory Workers","0","2: Benefits - Koreatown","17","17"
314,"Knows of","Bobby Ngu","Bicycle Factory Workers","0","2: Benefits - Koreatown","17","18"
315,"Knows","Bobby Ngu","Bobby's Nephews and Nieces","1","2: Benefits - Koreatown","18","18"
317,"Exchange","Emi","Gabriel Balboa","1","3: Weather Report - Westside","18","25"
318,"Knows of","Emi","Waiters","0","3: Weather Report - Westside","18","18"
319,"Knows of","Emi","Cocktail Hostess","1","3: Weather Report - Westside","18","18"
320,"Knows of","Emi","Diners","0","3: Weather Report - Westside","18","18"
321,"Knows of","Emi","Raymond Chandler","0","3: Weather Report - Westside","18","18"
322,"Knows of","Emi","Alfred Hitchcock","0","3: Weather Report - Westside","18","18"
323,"Knows of","Emi","Roman Polanski","0","3: Weather Report - Westside","19","19"
324,"Knows of","Emi","Robert Altman","1","3: Weather Report - Westside","19","19"
325,"Knows of","Emi","Robert Zemeckis","0","3: Weather Report - Westside","19","19"
326,"Knows of","Emi","Roger Rabbit","0","3: Weather Report - Westside","19","19"
327,"Knows of","Gabriel Balboa","Alfred Hitchcock","0","3: Weather Report - Westside","18","18"
328,"Knows of","Gabriel Balboa","Roman Polanski","0","3: Weather Report - Westside","19","19"
329,"Knows of","Gabriel Balboa","Robert Altman","0","3: Weather Report - Westside","19","19"
332,"Knows of","Gabriel Balboa","Cocktail Hostess","1","3: Weather Report - Westside","18","18"
333,"Knows of","Gabriel Balboa","Waiters","0","3: Weather Report - Westside","18","18"
334,"Knows of","Gabriel Balboa","Diners","0","3: Weather Report - Westside","18","18"
335,"Knows of","Gabriel Balboa","Raymond Chandler","0","3: Weather Report - Westside","18","18"
336,"Knows of","Gabriel Balboa","Alfred Hitchcock","0","3: Weather Report - Westside","18","18"
339,"Knows of","Gabriel Balboa","Robert Zemeckis","0","3: Weather Report - Westside","19","19"
340,"Knows of","Gabriel Balboa","Roger Rabbit","0","3: Weather Report - Westside","19","19"
341,"Knows of","Emi","David Hockney","0","3: Weather Report - Westside","19","19"
342,"Exchange","Emi","Emi's Mother","1","3: Weather Report - Westside","21","22"
344,"Knows","Emi's Mother","Gabriel Balboa","1","3: Weather Report - Westside","21","22"
345,"Knows","Emi","Emi's Father","1","3: Weather Report - Westside","21","21"
346,"Knows","Emi's Mother","Emi's Father","1","3: Weather Report - Westside","21","21"
347,"Knows","Emi's Mother","Emi's Siblings","1","3: Weather Report - Westside","21","21"
348,"Knows","Emi's Father","Emi's Siblings","1","3: Weather Report - Westside","21","21"
349,"Knows of","Emi","Montel Williams","0","3: Weather Report - Westside","21","21"
350,"Knows of","Emi's Mother","Montel Williams","0","3: Weather Report - Westside","21","21"
351,"Knows of","Emi","Rikki Lake","0","3: Weather Report - Westside","21","21"
352,"Knows of","Emi's Mother","Rikki Lake","0","3: Weather Report - Westside","21","21"
353,"Knows","Gabriel Balboa","Emi's Siblings","1","3: Weather Report - Westside","21","21"
354,"Knows","Gabriel Balboa","Emi's Father","1","3: Weather Report - Westside","21","21"
355,"Knows of","Emi","Sally Jesse Raphael","0","3: Weather Report - Westside","21","21"
356,"Knows of","Emi's Mother","Sally Jesse Raphael","0","3: Weather Report - Westside","21","21"
357,"Knows of","Emi","Philip Marlowe","0","3: Weather Report - Westside","22","23"
358,"Knows of","Gabriel Balboa","Philip Marlowe","0","3: Weather Report - Westside","22","23"
359,"Knows of","Emi","Nicholas Meyer","0","3: Weather Report - Westside","24","24"
360,"Knows of","Gabriel Balboa","Nicholas Meyer","0","3: Weather Report - Westside","24","24"
361,"Exchange","Buzzworm","Unnamed members of L.A. Underclass","1","4: Station ID - Jefferson & Normandie","25","26"
362,"Knows of","Buzzworm","LAPD","1","4: Station ID - Jefferson & Normandie","27","27"
363,"Exchange","Buzzworm","Unnamed members of L.A. Underclass","1","4: Station ID - Jefferson & Normandie","27","29"
364,"Knows","Buzzworm","Cisco","1","4: Station ID - Jefferson & Normandie","28","28"
365,"Knows of","Buzzworm","Cisco's dealer","0","4: Station ID - Jefferson & Normandie","28","28"
366,"Exchange","Cisco","Cisco's dealer","1","4: Station ID - Jefferson & Normandie","28","28"
367,"Knows","Cisco","Cisco's Old man","1","4: Station ID - Jefferson & Normandie","28","28"
368,"Knows","Cisco's dealer","Cisco's Old man","1","4: Station ID - Jefferson & Normandie","28","28"
369,"Knows of","Buzzworm","Cisco's Old man","0","4: Station ID - Jefferson & Normandie","28","28"
370,"Knows of","Buzzworm","Papa John Creach","0","4: Station ID - Jefferson & Normandie","29","29"
371,"Exchange","Buzzworm","Buzzworm's friend Kwon","1","4: Station ID - Jefferson & Normandie","29","29"
372,"Knows of","Buzzworm","U.S. Surgeon General","0","4: Station ID - Jefferson & Normandie","30","30"
373,"Exchange","Buzzworm","L.A. Suburbanites","1","4: Station ID - Jefferson & Normandie","30","31"
374,"Knows of","Buzzworm","L.A. City Crew","0","4: Station ID - Jefferson & Normandie","32","32"
375,"Exchange","Buzzworm","Unnamed members of L.A. Underclass","1","4: Station ID - Jefferson & Normandie","32","33"
376,"Knows of","Emi","Joan Didion","0","9: NewsNow - Hollywood South","58","58"
377,"Knows of","Gabriel Balboa","Joan Didion","0","9: NewsNow - Hollywood South","58","58"
378,"Exchange","Emi","Gabriel Balboa","1","9: NewsNow - Hollywood South","58","59"
379,"Exchange","Emi","NewsNow Van Guys","1","9: NewsNow - Hollywood South","59","60"
380,"Knows of","Emi","Astor Piazzolla","0","9: NewsNow - Hollywood South","60","60"
381,"Knows of","Gabriel Balboa","Astor Piazzolla","0","9: NewsNow - Hollywood South","60","60"
382,"Exchange","Emi","Gabriel Balboa","1","9: NewsNow - Hollywood South","60","62"
383,"Knows","Gabriel Balboa","Buzzworm","1","9: NewsNow - Hollywood South","61","61"
384,"Knows of","Emi","Buzzworm","0","9: NewsNow - Hollywood South","61","61"
385,"Knows","Emi","Gabriel Balboa's mother","1","9: NewsNow - Hollywood South","61","61"
386,"Exchange","Emi","Gabriel Balboa's mother","1","9: NewsNow - Hollywood South","61","61"
387,"Knows of","Emi","Gabriel's Grandmother","0","9: NewsNow - Hollywood South","61","61"
388,"Knows of","Emi","Gabriel's Cousin Joe","0","9: NewsNow - Hollywood South","61","61"
389,"Knows of","Emi","Pancho Villa","0","9: NewsNow - Hollywood South","61","61"
390,"Knows","Gabriel Balboa","Gabriel's Cousin Joe","1","9: NewsNow - Hollywood South","61","61"
391,"Exchange","Rafaela Cortes","Sol","1","1: Midday - Not Too Far from Mazatlán","4","4"
392,"Knows","Rafaela Cortes","workers at Gabriel's house","1","1: Midday - Not Too Far from Mazatlán","5","5"
393,"Knows","Gabriel Balboa","workers at Gabriel's house","1","1: Midday - Not Too Far from Mazatlán","5","5"
394,"Knows","workers at Gabriel's house","Gabriel's Grandfather","1","1: Midday - Not Too Far from Mazatlán","5","5"
395,"Knows","Gabriel Balboa","Sol","1","1: Midday - Not Too Far from Mazatlán","6","6"
396,"Knows","Rafaela Cortes","Sol","1","1: Midday - Not Too Far from Mazatlán","6","6"
397,"Knows","Bobby Ngu","Sol","1","1: Midday - Not Too Far from Mazatlán","6","6"
398,"Knows","Doña Maria","Bobby Ngu","1","1: Midday - Not Too Far from Mazatlán","7","8"
399,"Knows","Rafaela's Mother","Rafaela's Father","1","1: Midday - Not Too Far from Mazatlán","8","8"
400,"Knows","Rafaela Cortes","Bobby Ngu","1","1: Midday - Not Too Far from Mazatlán","8","8"
401,"Knows","Doña Maria","Lupe","1","1: Midday - Not Too Far from Mazatlán","9","9"
402,"Knows","Rafaela Cortes","Lupe","1","1: Midday - Not Too Far from Mazatlán","9","9"
403,"Knows","Doña Maria","God","1","1: Midday - Not Too Far from Mazatlán","9","9"
404,"Knows","Rafaela Cortes","God","1","1: Midday - Not Too Far from Mazatlán","9","9"
405,"Knows","Rafaela Cortes","Gabriel Balboa","1","1: Midday - Not Too Far from Mazatlán","9","9"
406,"Knows","Doña Maria","Gabriel Balboa","1","1: Midday - Not Too Far from Mazatlán","9","9"
407,"Knows of","Rafaela Cortes","tourists","0","1: Midday - Not Too Far from Mazatlán","9","9"
408,"Knows of","Doña Maria","tourists","0","1: Midday - Not Too Far from Mazatlán","9","9"
409,"Knows of","Hernando","tourists","0","1: Midday - Not Too Far from Mazatlán","9","9"
410,"Knows of","Gabriel Balboa","tourists","0","1: Midday - Not Too Far from Mazatlán","9","9"
411,"Knows","Doña Maria","Doña Maria's Sister","1","1: Midday - Not Too Far from Mazatlán","9","9"
412,"Knows","Rafaela Cortes","Doña Maria's Sister","1","1: Midday - Not Too Far from Mazatlán","9","9"
413,"Knows","Rafaela Cortes","Bobby Ngu","1","1: Midday - Not Too Far from Mazatlán","10","10"
414,"Exchange","Gabriel Balboa","Rafaela Cortes","1","1: Midday - Not Too Far from Mazatlán","10","10"
415,"Knows","Gabriel Balboa","Rafaela Cortes","1","1: Midday - Not Too Far from Mazatlán","11","11"
416,"Knows","Rafaela Cortes","Gabriel Balboa","1","1: Midday - Not Too Far from Mazatlán","12","12"
417,"Knows","Rafaela Cortes","Gabriel Balboa","1","1: Midday - Not Too Far from Mazatlán","13","13"
418,"Knows of","Gabriel Balboa","L.C. Tibbets","0","1: Midday - Not Too Far from Mazatlán","11","11"
419,"Exchange","Rafaela Cortes","Doña Maria","1","1: Midday - Not Too Far from Mazatlán","11","11"
420,"Knows","Bobby Ngu","sanitary","1","2: Benefits - Koreatown","14","14"
421,"Knows","Car Jacker (mentioned in Bobby's intro)","sanitary","1","2: Benefits - Koreatown","14","14"
422,"Knows","Bobby Ngu","police","1","2: Benefits - Koreatown","14","14"
423,"Knows","Bobby Ngu","crowd","1","2: Benefits - Koreatown","14","14"
424,"Knows","Car Jacker (mentioned in Bobby's intro)","police","1","2: Benefits - Koreatown","14","14"
425,"Knows","Car Jacker (mentioned in Bobby's intro)","crowd","1","2: Benefits - Koreatown","14","14"
426,"Knows","Bobby's Brother","Bobby's Father","1","2: Benefits - Koreatown","15","15"
427,"Knows","Bobby's Father","Bobby's Mother","1","2: Benefits - Koreatown","15","15"
428,"Knows","Bobby's Brother","Bobby's Mother","1","2: Benefits - Koreatown","15","15"
429,"Knows","Refugees","Refugee Camp Guards","1","2: Benefits - Koreatown","15","16"
430,"Knows","Bobby's Brother","Refugees","1","1: Midday - Not Too Far from Mazatlán","15","16"
431,"Knows","Bobby Ngu","Car Jacker (mentioned in Bobby's intro)","1","2: Benefits - Koreatown","16","16"
432,"Exchange","Bobby Ngu","Bobby's Father","1","2: Benefits - Koreatown","17","18"
433,"Knows","Bobby Ngu","Bobby's Mother","1","2: Benefits - Koreatown","17","18"
434,"Knows","Bobby's Father","Bobby's Sister 1","1","2: Benefits - Koreatown","16","16"
435,"Knows","Bobby's Father","Bobby's Sister 2","1","2: Benefits - Koreatown","16","16"
436,"Knows","Bobby's Brother","Bobby's Sister 2","1","2: Benefits - Koreatown","16","16"
437,"Exchange","Bobby Ngu","nighttime guard","1","2: Benefits - Koreatown","16","16"
438,"Knows","Bobby's Father","Bobby's Sister 1","1","2: Benefits - Koreatown","17","18"
439,"Knows","Bobby's Father","Bobby's Sister 2","1","2: Benefits - Koreatown","17","18"
440,"Knows","Bobby's Brother","Bobby's Sister 1","1","2: Benefits - Koreatown","17","17"
441,"Knows","Bobby's Brother","Bobby's Sister 1","1","2: Benefits - Koreatown","17","17"
442,"Knows","Bobby's Brother","Bobby's Sister 2","1","2: Benefits - Koreatown","17","17"
443,"Knows","Bobby Ngu","Bobby's Sister 1","1","2: Benefits - Koreatown","17","18"
444,"Knows","Bobby Ngu","Bobby's Sister 2","1","2: Benefits - Koreatown","17","18"
445,"Knows","Bobby Ngu","Bobby's Mother","1","2: Benefits - Koreatown","17","18"
446,"Knows","Bobby Ngu","Sol","1","2: Benefits - Koreatown","18","18"
447,"Knows","Bobby Ngu","Rafaela Cortes","1","2: Benefits - Koreatown","18","18"
448,"Knows","Rafaela Cortes","Sol","1","1: Midday - Not Too Far from Mazatlán","12","12"
449,"Exchange","Rafaela Cortes","Sol","1","1: Midday - Not Too Far from Mazatlán","13","17"
450,"Knows of","Emi","Diners","1","3: Weather Report - Westside","18","19"
451,"Knows of","Gabriel Balboa","Diners","1","3: Weather Report - Westside","18","19"
452,"Knows of","Emi","Bogie","0","3: Weather Report - Westside","20","20"
453,"Knows of","Gabriel Balboa","Bogie","0","3: Weather Report - Westside","20","20"
454,"Knows of","Emi","Sponsor","0","3: Weather Report - Westside","20","20"
455,"Knows of","Gabriel Balboa","Sponsor","0","3: Weather Report - Westside","20","20"
456,"Knows","Emi","Emi's technicians","1","3: Weather Report - Westside","20","20"
457,"Knows of","Gabriel Balboa","Emi's technicians","0","3: Weather Report - Westside","20","20"
458,"Knows of","Emi","Diners","0","3: Weather Report - Westside","21","21"
459,"Knows of","Gabriel Balboa","Diners","0","3: Weather Report - Westside","21","21"
460,"Knows","Emi","Emi's Siblings","1","3: Weather Report - Westside","21","21"
461,"Knows","Emi's Mother","Emi's Siblings","1","3: Weather Report - Westside","21","21"
462,"Knows of","Gabriel Balboa","Chef","0","3: Weather Report - Westside","22","22"
463,"Knows","Emi","Chef","1","3: Weather Report - Westside","22","22"
464,"Exchange","Gabriel Balboa","Rafaela Cortes","1","3: Weather Report - Westside","23","23"
465,"Knows of","Emi","Rafaela Cortes","1","3: Weather Report - Westside","23","23"
466,"Exchange","Emi","person on the phone","1","3: Weather Report - Westside","24","24"
467,"Knows of","Gabriel Balboa","person on the phone","0","3: Weather Report - Westside","24","24"
468,"Knows of","Emi","Waiters","1","3: Weather Report - Westside","24","24"
469,"Knows of","Gabriel Balboa","Waiters","1","3: Weather Report - Westside","24","24"
470,"Exchange","Rafaela Cortes","Rodriguez","1","10: Morning - En México","63","64"
471,"Knows","Rafaela Cortes","Bobby Ngu","1","10: Morning - En México","64","64"
472,"Knows","Doña Maria","Lupe","1","10: Morning - En México","64","64"
473,"Knows","Rafaela Cortes","Lupe","1","10: Morning - En México","64","64"
474,"Knows","Doña Maria","Rodriguez","1","10: Morning - En México","64","64"
475,"Exchange","Rafaela Cortes","Bobby Ngu","1","10: Morning - En México","65","65"
476,"Knows","Rafaela Cortes","Sol","1","10: Morning - En México","65","65"
477,"Knows","Doña Maria","Sol","1","10: Morning - En México","65","65"
478,"Knows of","Rafaela Cortes","Frida Kahlo","0","10: Morning - En México","65","65"
479,"Knows of","Rafaela Cortes","Van Gogh","0","10: Morning - En México","65","65"
480,"Knows of","Rafaela Cortes","Picasso","0","10: Morning - En México","65","65"
481,"Knows of","Doña Maria","Frida Kahlo","0","10: Morning - En México","65","65"
482,"Knows of","Doña Maria","Picasso","0","10: Morning - En México","65","65"
483,"Knows of","Doña Maria","Van Gogh","0","10: Morning - En México","65","65"
484,"Knows of","Rafaela Cortes","Quetzalcoatl","0","10: Morning - En México","65","65"
485,"Knows of","Doña Maria","Quetzalcoatl","0","10: Morning - En México","65","65"
486,"Knows","Rafaela Cortes","Gabriel Balboa","1","10: Morning - En México","65","65"
487,"Knows","Doña Maria","Gabriel Balboa","0","10: Morning - En México","65","65"
488,"Knows of","Rafaela Cortes","Louis XIV","0","10: Morning - En México","65","65"
489,"Knows of","Doña Maria","Louis XIV","0","10: Morning - En México","65","65"
490,"Knows","Doña Maria","Gabriel Balboa's friends","1","10: Morning - En México","66","66"
491,"Knows","Doña Maria","Emi","1","10: Morning - En México","66","66"
492,"Knows of","Rafaela Cortes","Gabriel Balboa's friends","0","10: Morning - En México","66","66"
493,"Knows of","Rafaela Cortes","Emi","1","10: Morning - En México","66","66"
494,"Knows","Doña Maria","Rodriguez","1","10: Morning - En México","66","66"
495,"Knows","Rafaela Cortes","Rodriguez","1","10: Morning - En México","66","66"
496,"Exchange","Doña Maria","Rafaela Cortes","1","10: Morning - En México","64","67"
497,"Exchange","Doña Maria","Rafaela Cortes","1","1: Midday - Not Too Far from Mazatlán","7","9"
498,"Exchange","Doña Maria","Sol","1","1: Midday - Not Too Far from Mazatlán","7","7"
499,"Exchange","Doña Maria","Sol","1","10: Morning - En México","67","67"
