id,Name
1,"Hoa"
224,"Hostages from the cargo vessel (375)"
149,"Imperial Scholars"
218,"Innon Resistant Meov"
256,"Innon's children"
183,"Instructor Marcasite"
107,"Jasper"
113,"Jasper's mother"
11,"Jija"
146,"junk science practitioners (246)"
45,"Karra"
46,"Karra's children"
128,"Kirkhusa"
15,"Lerna"
238,"Lerna's mother"
239,"Lerna's mother's family"
230,"Leshiye"
35,"Limi"
48,"Little boy (in Tirimo)"
70,"Lorists"
178,"mainland Coaster comms (294)"
20,"Makenba"
201,"man #1 in Ykka's story (337)"
202,"man #2 in Ykka's story (337)"
205,"man on stairs (339)"
240,"Marald"
241,"Marald's daughter"
97,"Marcasite"
103,"Maxixe"
217,"Meovite abled-bodied adults (349)"
215,"Meovite Children"
176,"Meovites"
252,"Meovites on cook duty (419)"
144,"metallorists"
262,"Militia Man (that Ecella hits)"
66,"Misalem"
250,"Misalem's children"
249,"Misalem's family"
175,"Monsters"
24,"Muh Dear"
38,"Muh Dear's friends"
10,"Nassun"
33,"Neighbours (in Palela)"
243,"newcomers to Ykka's comm (406)"
74,"Node maintainer"
246,"old Sanzed comms (417)"
214,"older man in cavern (341)"
132,"oldest woman (in the group of five) (235)"
227,"One of Innon's crew members (377)"
260,"orogene attacking Meov with Guardians"
247,"orogenes attacked by old Sanzed people (417)"
266,"Others who knew of Syenite"
254,"Ough"
255,"Owel"
40,"Oyamar"
29,"Palela's headman"
232,"people following Essun (389)"
210,"people from Castrima"
197,"people in Ykka's comm (333)"
209,"people who built the Geode comm"
137,"poorly armed Strongbacks (239)"
167,"potential attackers (265)"
80,"Proprietor (in Allia)"
13,"Rask"
43,"Rask's father"
44,"Rask's mother"
41,"Rask's sister"
170,"Red-haired woman (266/269)"
21,"Refugees"
233,"renowned scholars (391)"
153,"Resistants"
180,"ringed orogenes at the Fulcrum (298)"
26,"Schaffa"
34,"Schaffa's other orogenes"
195,"Second Guardian who collects Timay's body (327)"
127,"Second Yumenescene Lore Council"
223,"Selsi"
161,"seniors (at the Fulcrum)"
36,"Shantare"
65,"Shemshena"
248,"smaller settlements and newcomms (418)"
83,"Stablehand (in Allia)"
165,"Stills"
148,"stone eater (in the obelisk)"
259,"stone eater who takes Alabaster"
235,"stone eaters in Ykka's comm (397)"
154,"Strongbacks"
42,"Sume's citizens"
49,"Syenite"
265,"Syenite's fellow survivors"
57,"Syenite's roommates"
156,"tall woman (251)"
37,"Teachers (from Damaya's creche)"
5,"The Emperor"
67,"The Emperor (in the Season of Teeth)"
6,"The Emperor's daughter"
4,"The Fulcrum"
135,"the other two Sanzed women (in the group of five) "
196,"Third Guardian who collects Timay's body (327)"
193,"Timay (Guardian)"
19,"Tirimo's baker"
18,"Tirimo's butcher"
17,"Tirimo's children"
16,"Tirimo's citizens"
39,"Tirimo's guards"
12,"Tirimo's scouts"
91,"Tonkee"
157,"tourists"
166,"travelers"
3,"Uche"
191,"warlords"
139,"well armed Strongbacks (240)"
150,"Whoever tried to kill Alabaster"
138,"woman doing comm's trading (239)"
221,"Woman in Clalsu crew (358)"
168,"Ykka"
198,"Ykka's gate guard #1"
199,"Ykka's gate guard #2"
200,"Ykka's gate guard #3"
213,"Ykka's grandmother"
179,"Young Meovite Girl (295)"
133,"youngest woman (in the group of five) (235)"
14,"Yumenescenes"
32,"Zab"
