id,Event Name,Start Date,End Date,Narrator,Start Page,End Page,Telling  Time,Start Date TT,End Date TT,Start Page TT,End Page TT,Caddy,Quentin,Benjy,Jason,Dilsey,Quentin Jr
179,Damuddy's death,1/1/1900,1/1/1900,Benjamin Compson,23,23,,4/7/1928,4/7/1928,3,75,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
179,Damuddy's death,1/1/1900,1/1/1900,Benjamin Compson,24,24,,4/7/1928,4/7/1928,3,75,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
179,Damuddy's death,1/1/1900,1/1/1900,Benjamin Compson,25,25,,4/7/1928,4/7/1928,3,75,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
179,Damuddy's death,1/1/1900,1/1/1900,Benjamin Compson,26,26,,4/7/1928,4/7/1928,3,75,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
179,Damuddy's death,1/1/1900,1/1/1900,Benjamin Compson,27,27,,4/7/1928,4/7/1928,3,75,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
179,Damuddy's death,1/1/1900,1/1/1900,Benjamin Compson,32,32,,4/7/1928,4/7/1928,3,75,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
179,Damuddy's death,1/1/1900,1/1/1900,Benjamin Compson,33,33,,4/7/1928,4/7/1928,3,75,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
179,Damuddy's death,1/1/1900,1/1/1900,Benjamin Compson,35,35,,4/7/1928,4/7/1928,3,75,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
179,Damuddy's death,1/1/1900,1/1/1900,Benjamin Compson,36,36,,4/7/1928,4/7/1928,3,75,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
179,Damuddy's death,1/1/1900,1/1/1900,Benjamin Compson,39,39,,4/7/1928,4/7/1928,3,75,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
179,Damuddy's death,1/1/1900,1/1/1900,Benjamin Compson,45,45,,4/7/1928,4/7/1928,3,75,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
179,Damuddy's death,1/1/1900,1/1/1900,Benjamin Compson,46,46,,4/7/1928,4/7/1928,3,75,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
179,Damuddy's death,1/1/1900,1/1/1900,Quentin Compson III,90,90,,6/2/1910,6/2/1910,76,179,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
179,Damuddy's death,1/1/1900,1/1/1900,Quentin Compson III,101,101,,6/2/1910,6/2/1910,76,179,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
179,Damuddy's death,1/1/1900,1/1/1900,Quentin Compson III,151,151,,6/2/1910,6/2/1910,76,179,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
179,Damuddy's death,1/1/1900,1/1/1900,Quentin Compson III,152,152,,6/2/1910,6/2/1910,76,179,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
181,"Caddy wears perfume, which upsets Benjamin",1/1/1906,1/1/1906,Benjamin Compson,42,42,,4/7/1928,4/7/1928,3,75,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
181,"Caddy wears perfume, which upsets Benjamin",1/1/1906,1/1/1906,Benjamin Compson,43,43,,4/7/1928,4/7/1928,3,75,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
181,"Caddy wears perfume, which upsets Benjamin",1/1/1906,1/1/1906,Quentin Compson III,176,176,,6/2/1910,6/2/1910,76,179,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
183,Benjamin's pasture sold so Quentin can go to Harvard,1/1/1909,1/1/1909,Benjamin Compson,19,19,,4/7/1928,4/7/1928,3,75,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
183,Benjamin's pasture sold so Quentin can go to Harvard,1/1/1909,1/1/1909,Quentin Compson III,94,94,,6/2/1910,6/2/1910,76,179,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
183,Benjamin's pasture sold so Quentin can go to Harvard,1/1/1909,1/1/1909,Quentin Compson III,102,102,,6/2/1910,6/2/1910,76,179,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
183,Benjamin's pasture sold so Quentin can go to Harvard,1/1/1909,1/1/1909,Quentin Compson III,124,124,,6/2/1910,6/2/1910,76,179,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
183,Benjamin's pasture sold so Quentin can go to Harvard,1/1/1909,1/1/1909,Quentin Compson III,174,174,,6/2/1910,6/2/1910,76,179,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
183,Benjamin's pasture sold so Quentin can go to Harvard,1/1/1909,1/1/1909,Jason Compson ,197,197,,4/6/1928,4/6/1928,180,321,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
183,Benjamin's pasture sold so Quentin can go to Harvard,1/1/1909,1/1/1909,Jason Compson ,233,233,,4/6/1928,4/6/1928,180,321,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
183,Benjamin's pasture sold so Quentin can go to Harvard,1/1/1909,1/1/1909,Jason Compson ,262,262,,4/6/1928,4/6/1928,180,321,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
184,Caddy and Charlie hook up,1/1/1909,1/1/1909,Benjamin Compson,47,47,,4/7/1928,4/7/1928,3,75,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
184,Caddy and Charlie hook up,1/1/1909,1/1/1909,Benjamin Compson,48,48,,4/7/1928,4/7/1928,3,75,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
184,Caddy and Charlie hook up,1/1/1909,1/1/1909,Jason Compson ,229,229,,4/6/1928,4/6/1928,180,321,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
186,Quentin confronts Caddy at the creek,1/1/1909,1/1/1909,Quentin Compson III,147,147,,6/2/1910,6/2/1910,76,179,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
186,Quentin confronts Caddy at the creek,1/1/1909,1/1/1909,Quentin Compson III,149,149,,6/2/1910,6/2/1910,76,179,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
186,Quentin confronts Caddy at the creek,1/1/1909,1/1/1909,Quentin Compson III,150,150,,6/2/1910,6/2/1910,76,179,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
186,Quentin confronts Caddy at the creek,1/1/1909,1/1/1909,Quentin Compson III,151,151,,6/2/1910,6/2/1910,76,179,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
186,Quentin confronts Caddy at the creek,1/1/1909,1/1/1909,Quentin Compson III,152,152,,6/2/1910,6/2/1910,76,179,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
186,Quentin confronts Caddy at the creek,1/1/1909,1/1/1909,Quentin Compson III,153,153,,6/2/1910,6/2/1910,76,179,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
186,Quentin confronts Caddy at the creek,1/1/1909,1/1/1909,Quentin Compson III,154,154,,6/2/1910,6/2/1910,76,179,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
186,Quentin confronts Caddy at the creek,1/1/1909,1/1/1909,Quentin Compson III,155,155,,6/2/1910,6/2/1910,76,179,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
186,Quentin confronts Caddy at the creek,1/1/1909,1/1/1909,Quentin Compson III,156,156,,6/2/1910,6/2/1910,76,179,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
186,Quentin confronts Caddy at the creek,1/1/1909,1/1/1909,Quentin Compson III,157,157,,6/2/1910,6/2/1910,76,179,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
186,Quentin confronts Caddy at the creek,1/1/1909,1/1/1909,Quentin Compson III,158,158,,6/2/1910,6/2/1910,76,179,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
185,Quentin sees Caddy and Dalton,1/1/1909,1/1/1909,Quentin Compson III,80,80,,6/2/1910,6/2/1910,76,179,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
185,Quentin sees Caddy and Dalton,1/1/1909,1/1/1909,Quentin Compson III,88,88,,6/2/1910,6/2/1910,76,179,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
185,Quentin sees Caddy and Dalton,1/1/1909,1/1/1909,Quentin Compson III,96,96,,6/2/1910,6/2/1910,76,179,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
185,Quentin sees Caddy and Dalton,1/1/1909,1/1/1909,Quentin Compson III,111,111,,6/2/1910,6/2/1910,76,179,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
185,Quentin sees Caddy and Dalton,1/1/1909,1/1/1909,Quentin Compson III,124,124,,6/2/1910,6/2/1910,76,179,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
185,Quentin sees Caddy and Dalton,1/1/1909,1/1/1909,Quentin Compson III,129,129,,6/2/1910,6/2/1910,76,179,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
185,Quentin sees Caddy and Dalton,1/1/1909,1/1/1909,Quentin Compson III,149,149,,6/2/1910,6/2/1910,76,179,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
185,Quentin sees Caddy and Dalton,1/1/1909,1/1/1909,Quentin Compson III,174,174,,6/2/1910,6/2/1910,76,179,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
185,Quentin sees Caddy and Dalton,1/1/1909,1/1/1909,Quentin Compson III,175,175,,6/2/1910,6/2/1910,76,179,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
195,Benjamin attacks a girl and is castrated,1/1/1910,1/1/1910,Benjamin Compson,53,53,,4/7/1928,4/7/1928,3,75,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
195,Benjamin attacks a girl and is castrated,1/1/1910,1/1/1910,Jason Compson ,253,253,,4/6/1928,4/6/1928,180,321,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
195,Benjamin attacks a girl and is castrated,1/1/1910,1/1/1910,Jason Compson ,263,263,,4/6/1928,4/6/1928,180,321,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
189,Herbert Head promises Jason a bank job,1/1/1910,4/23/1910,Quentin Compson III,93,93,,6/2/1910,6/2/1910,76,179,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
189,Herbert Head promises Jason a bank job,1/1/1910,4/23/1910,Quentin Compson III,94,94,,6/2/1910,6/2/1910,76,179,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
189,Herbert Head promises Jason a bank job,1/1/1910,4/23/1910,Jason Compson ,221,221,,4/6/1928,4/6/1928,180,321,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
189,Herbert Head promises Jason a bank job,1/1/1910,4/23/1910,Jason Compson ,262,262,,4/6/1928,4/6/1928,180,321,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
190,Quentin recieves Caddy and Herbert's wedding announcement,1/1/1910,4/23/1910,Quentin Compson III,77,77,,6/2/1910,6/2/1910,76,179,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
190,Quentin recieves Caddy and Herbert's wedding announcement,1/1/1910,4/23/1910,Quentin Compson III,93,93,,6/2/1910,6/2/1910,76,179,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
190,Quentin recieves Caddy and Herbert's wedding announcement,1/1/1910,4/23/1910,Quentin Compson III,94,94,,6/2/1910,6/2/1910,76,179,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
190,Quentin recieves Caddy and Herbert's wedding announcement,1/1/1910,4/23/1910,Quentin Compson III,174,174,,6/2/1910,6/2/1910,76,179,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
196,Herbert Head divorces Caddy,1/1/1911,1/1/1911,Jason Compson ,198,198,,4/6/1928,4/6/1928,180,321,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
196,Herbert Head divorces Caddy,1/1/1911,1/1/1911,Jason Compson ,220,220,,4/6/1928,4/6/1928,180,321,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
196,Herbert Head divorces Caddy,1/1/1911,1/1/1911,Jason Compson ,233,233,,4/6/1928,4/6/1928,180,321,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
197,Jason loses bank job,1/1/1911,1/1/1911,Jason Compson ,202,202,,4/6/1928,4/6/1928,180,321,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
197,Jason loses bank job,1/1/1911,1/1/1911,Jason Compson ,206,206,,4/6/1928,4/6/1928,180,321,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
197,Jason loses bank job,1/1/1911,1/1/1911,3rd Person Narrator,304,304,,,,,,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
197,Jason loses bank job,1/1/1911,1/1/1911,3rd Person Narrator,306,306,,,,,,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
197,Jason loses bank job,1/1/1911,1/1/1911,3rd Person Narrator,307,307,,,,,,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
198,Quentin Jr. gets sent to live with the Compsons,1/1/1911,1/1/1912,Jason Compson ,196,196,,4/6/1928,4/6/1928,180,321,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
198,Quentin Jr. gets sent to live with the Compsons,1/1/1911,1/1/1912,Jason Compson ,198,198,,4/6/1928,4/6/1928,180,321,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
198,Quentin Jr. gets sent to live with the Compsons,1/1/1911,1/1/1912,Jason Compson ,199,199,,4/6/1928,4/6/1928,180,321,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
198,Quentin Jr. gets sent to live with the Compsons,1/1/1911,1/1/1912,Jason Compson ,200,200,,4/6/1928,4/6/1928,180,321,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
200,Caddy pays Jason to see Quentin Jr.,1/1/1912,1/1/1912,Jason Compson ,203,203,,4/6/1928,4/6/1928,180,321,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
200,Caddy pays Jason to see Quentin Jr.,1/1/1912,1/1/1912,Jason Compson ,204,204,,4/6/1928,4/6/1928,180,321,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
200,Caddy pays Jason to see Quentin Jr.,1/1/1912,1/1/1912,Jason Compson ,205,205,,4/6/1928,4/6/1928,180,321,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
203,Caddy visits Jason's office,1/1/1912,1/1/1913,Jason Compson ,205,205,,4/6/1928,4/6/1928,180,321,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
203,Caddy visits Jason's office,1/1/1912,1/1/1913,Jason Compson ,206,206,,4/6/1928,4/6/1928,180,321,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
201,Dilsey lets Caddy see Quentin Jr. and Jason finds out because Benjy bellows,1/1/1912,1/1/1912,Jason Compson ,207,207,,4/6/1928,4/6/1928,180,321,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
201,Dilsey lets Caddy see Quentin Jr. and Jason finds out because Benjy bellows,1/1/1912,1/1/1912,Jason Compson ,208,208,,4/6/1928,4/6/1928,180,321,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
199,Jason Compson III's funeral,1/1/1912,1/1/1912,Jason Compson ,196,196,,4/6/1928,4/6/1928,180,321,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
199,Jason Compson III's funeral,1/1/1912,1/1/1912,Jason Compson ,197,197,,4/6/1928,4/6/1928,180,321,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
199,Jason Compson III's funeral,1/1/1912,1/1/1912,Jason Compson ,202,202,,4/6/1928,4/6/1928,180,321,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
199,Jason Compson III's funeral,1/1/1912,1/1/1912,Jason Compson ,203,203,,4/6/1928,4/6/1928,180,321,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
202,The Compson family visits the cemetery without Jason,1/1/1912,1/1/1913,Benjamin Compson,9,9,,4/7/1928,4/7/1928,3,75,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
202,The Compson family visits the cemetery without Jason,1/1/1912,1/1/1913,Benjamin Compson,10,10,,4/7/1928,4/7/1928,3,75,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
202,The Compson family visits the cemetery without Jason,1/1/1912,1/1/1913,Benjamin Compson,11,11,,4/7/1928,4/7/1928,3,75,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
204,Roskus dies,1/1/1915,1/1/1915,Benjamin Compson,33,33,,4/7/1928,4/7/1928,3,75,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
204,Roskus dies,1/1/1915,1/1/1915,Jason Compson ,251,251,,4/6/1928,4/6/1928,180,321,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
182,Patterson Affair,3/1/1908,1/1/1909,Benjamin Compson,4,4,,4/7/1928,4/7/1928,3,75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
182,Patterson Affair,3/1/1908,1/1/1909,Benjamin Compson,13,13,,4/7/1928,4/7/1928,3,75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
182,Patterson Affair,3/1/1908,1/1/1909,Benjamin Compson,14,14,,4/7/1928,4/7/1928,3,75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
182,Patterson Affair,3/1/1908,1/1/1909,Quentin Compson III,175,175,,6/2/1910,6/2/1910,76,179,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
191,Quentin meets Herbert Head,4/23/1910,4/23/1910,Quentin Compson III,93,93,,6/2/1910,6/2/1910,76,179,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
191,Quentin meets Herbert Head,4/23/1910,4/23/1910,Quentin Compson III,95,95,,6/2/1910,6/2/1910,76,179,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
192,The night before Caddy's wedding and Quentin confronts Herbert Head,4/24/1910,4/24/1910,Quentin Compson III,81,81,,6/2/1910,6/2/1910,76,179,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
192,The night before Caddy's wedding and Quentin confronts Herbert Head,4/24/1910,4/24/1910,Quentin Compson III,106,106,,6/2/1910,6/2/1910,76,179,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
192,The night before Caddy's wedding and Quentin confronts Herbert Head,4/24/1910,4/24/1910,Quentin Compson III,107,107,,6/2/1910,6/2/1910,76,179,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
192,The night before Caddy's wedding and Quentin confronts Herbert Head,4/24/1910,4/24/1910,Quentin Compson III,108,108,,6/2/1910,6/2/1910,76,179,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
192,The night before Caddy's wedding and Quentin confronts Herbert Head,4/24/1910,4/24/1910,Quentin Compson III,109,109,,6/2/1910,6/2/1910,76,179,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
192,The night before Caddy's wedding and Quentin confronts Herbert Head,4/24/1910,4/24/1910,Quentin Compson III,110,110,,6/2/1910,6/2/1910,76,179,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
192,The night before Caddy's wedding and Quentin confronts Herbert Head,4/24/1910,4/24/1910,Quentin Compson III,111,111,,6/2/1910,6/2/1910,76,179,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
192,The night before Caddy's wedding and Quentin confronts Herbert Head,4/24/1910,4/24/1910,Quentin Compson III,112,112,,6/2/1910,6/2/1910,76,179,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
192,The night before Caddy's wedding and Quentin confronts Herbert Head,4/24/1910,4/24/1910,Quentin Compson III,113,113,,6/2/1910,6/2/1910,76,179,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
192,The night before Caddy's wedding and Quentin confronts Herbert Head,4/24/1910,4/24/1910,Quentin Compson III,115,115,,6/2/1910,6/2/1910,76,179,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
192,The night before Caddy's wedding and Quentin confronts Herbert Head,4/24/1910,4/24/1910,Quentin Compson III,121,121,,6/2/1910,6/2/1910,76,179,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
192,The night before Caddy's wedding and Quentin confronts Herbert Head,4/24/1910,4/24/1910,Quentin Compson III,122,122,,6/2/1910,6/2/1910,76,179,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
192,The night before Caddy's wedding and Quentin confronts Herbert Head,4/24/1910,4/24/1910,Quentin Compson III,123,123,,6/2/1910,6/2/1910,76,179,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
192,The night before Caddy's wedding and Quentin confronts Herbert Head,4/24/1910,4/24/1910,Quentin Compson III,128,128,,6/2/1910,6/2/1910,76,179,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
193,Caddy and Herbert's Wedding,4/25/1910,4/25/1910,Benjamin Compson,21,21,,4/7/1928,4/7/1928,3,75,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
193,Caddy and Herbert's Wedding,4/25/1910,4/25/1910,Benjamin Compson,39,39,,4/7/1928,4/7/1928,3,75,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
193,Caddy and Herbert's Wedding,4/25/1910,4/25/1910,Benjamin Compson,40,40,,4/7/1928,4/7/1928,3,75,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
193,Caddy and Herbert's Wedding,4/25/1910,4/25/1910,Benjamin Compson,51,51,,4/7/1928,4/7/1928,3,75,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
193,Caddy and Herbert's Wedding,4/25/1910,4/25/1910,Quentin Compson III,77,77,,6/2/1910,6/2/1910,76,179,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
193,Caddy and Herbert's Wedding,4/25/1910,4/25/1910,Quentin Compson III,81,81,,6/2/1910,6/2/1910,76,179,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
193,Caddy and Herbert's Wedding,4/25/1910,4/25/1910,Quentin Compson III,93,93,,6/2/1910,6/2/1910,76,179,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
193,Caddy and Herbert's Wedding,4/25/1910,4/25/1910,Quentin Compson III,100,100,,6/2/1910,6/2/1910,76,179,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
193,Caddy and Herbert's Wedding,4/25/1910,4/25/1910,Jason Compson ,221,221,,4/6/1928,4/6/1928,180,321,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
30,Breakfast where Jason learns that Quentin Jr. has been skipping school ,4/6/1928,4/6/1928,Jason Compson ,180,186,,4/6/1928,4/6/1928,180,321,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
37,Jason chases Quentin and the band member in the red tie in his car ,4/6/1928,4/6/1928,Jason Compson ,238,238,,4/6/1928,4/6/1928,180,321,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
37,Jason chases Quentin and the band member in the red tie in his car ,4/6/1928,4/6/1928,Jason Compson ,239,239,,4/6/1928,4/6/1928,180,321,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
37,Jason chases Quentin and the band member in the red tie in his car ,4/6/1928,4/6/1928,Jason Compson ,240,240,,4/6/1928,4/6/1928,180,321,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
37,Jason chases Quentin and the band member in the red tie in his car ,4/6/1928,4/6/1928,Jason Compson ,241,241,,4/6/1928,4/6/1928,180,321,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
37,Jason chases Quentin and the band member in the red tie in his car ,4/6/1928,4/6/1928,Jason Compson ,242,242,,4/6/1928,4/6/1928,180,321,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
37,Jason chases Quentin and the band member in the red tie in his car ,4/6/1928,4/6/1928,Jason Compson ,243,243,,4/6/1928,4/6/1928,180,321,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
37,Jason chases Quentin and the band member in the red tie in his car ,4/6/1928,4/6/1928,Jason Compson ,258,258,,4/6/1928,4/6/1928,180,321,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
37,Jason chases Quentin and the band member in the red tie in his car ,4/6/1928,4/6/1928,Jason Compson ,260,260,,4/6/1928,4/6/1928,180,321,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
31,Jason drives Quentin Jr. to school ,4/6/1928,4/6/1928,Jason Compson ,186,189,,4/6/1928,4/6/1928,180,321,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
34,Jason forges a check ,4/6/1928,4/6/1928,Jason Compson ,216,216,,4/6/1928,4/6/1928,180,321,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
35,Jason gives his mother the forged check to burn and a letter from Uncle Maury ,4/6/1928,4/6/1928,Jason Compson ,218,226,,4/6/1928,4/6/1928,180,321,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
38,Jason loses money at the stock market (April sixth 1928),4/6/1928,4/6/1928,Jason Compson ,243,243,,4/6/1928,4/6/1928,180,321,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
