narrContainer_id,narrContainer_title,narrContainer_novel_id_fk,narrContainer_level_id_fk,narrContainer_parent_id,narrContainer_startPage,narrContainer_startPhrase,narrContainer_endPage,narrContainer_endPhrase,narrContainer_narrator_id_fk,narrContainer_protagonist_id_fk,narrContainer_narratee_id_fk,narrContainer_embeddedContainerType_id_fk,narrContainer_previouslyPublished_id_fk
92,E 1. MY NAME IS ALMA SINGER,5,2,22,35,,35,,12,1,1,0,2
93,E 2. WHAT I AM NOT,5,2,22,36,,36,,12,1,1,0,2
94,E 3. MY BROTHER BELIEVES IN GOD,5,2,22,36,,37,,12,1,1,0,2
95,R THE LAST WORDS ON EARTH [1.1],7,2,20,3,When they write my obituary.,13,...when he has vanished completely?,13,12,1,0,2
96,E 4. MY FATHER DIED WHEN I WAS SEVEN,5,2,22,37,,38,,12,1,1,0,2
97,E 5. THE DEAD SEA IS THE LOWEST PLACE ON EARTH,5,2,22,38,,38,,12,1,1,0,2
98,R THE LAST WORDS ON EARTH [1.2],7,2,20,14,THE NIGHT BEFORE...,34,Then I went out the door and into the morning.,13,12,1,0,2
99,E 6. NO TWO PEOPLE LOOKED LESS ALIKE THAN MY MOTHER AND FATHER,5,2,22,38,,38,,12,1,1,0,2
100,R 1. MY NAME IS ALMA SINGER,7,2,21,35,,35,,16,13,1,0,2
101,R 2. WHAT I AM NOT,7,2,21,36,,36,,16,13,1,0,2
102,E 7. THERE IS A PHOTOGRAPH OF MY MOTHER THAT NO ONE HAS EVER SEEN,5,2,22,38,,39,,12,1,1,0,2
103,R 3. MY BROTHER BELIEVES IN GOD,7,2,21,36,,37,,16,13,1,0,2
104,E 8. MY MOTHER IS THE MOST STUBBORN PERSON I KNOW,5,2,22,39,,40,,12,1,1,0,2
105,R 4. MY FATHER DIED WHEN I WAS SEVEN,7,2,21,37,,38,,16,13,1,0,2
106,E 9. WHAT FOLLOWED WERE THE HAPPIEST YEARS OF THEIR LIVES,5,2,22,40,,40,,12,1,1,0,2
107,R 5. THE DEAD SEA IS THE LOWEST PLACE ON EARTH,7,2,21,38,,38,,16,13,1,0,2
108,E 10. THEY MOVED TO NEW YORK AND HAD ME,5,2,22,41,,41,,12,1,1,0,2
109,R 6. NO TWO PEOPLE LOOKED LESS ALIKE THAN MY MOTHER AND FATHER,7,2,21,38,,38,,16,13,1,0,2
110,R 7. THERE IS A PHOTOGRAPH OF MY MOTHER THAT NO ONE HAS EVER SEEN,7,2,21,38,,39,,16,13,1,0,2
111,R 8. MY MOTHER IS THE MOST STUBBORN PERSON I KNOW,7,2,21,39,,40,,16,13,1,0,2
112,R 9. WHAT FOLLOWED WERE THE HAPPIEST YEARS OF THEIR LIVES,7,2,21,40,,40,,16,13,1,0,2
113,R 10. THEY MOVED TO NEW YORK AND HAD ME,7,2,21,41,,41,,16,13,1,0,2
114,R 11. I WAS SIX WHEN MY FATHER WAS DIAGNOSED WITH PANCREATIC CANCER,7,2,21,41,,41,,16,13,1,0,2
115,R 12. HE LIKED TO COOK AND LAUGH AND SING...,7,2,21,41,,41,,16,13,1,0,2
116,R 13. MY FATHER WAS NOT A FAMOUS RUSSIAN WRITER,7,2,21,41,,42,,16,13,1,0,2
117,R 14. AT THE END OF THE WORLD,7,2,21,42,,43,,16,13,1,0,2
118,R 15. WHENEVER I WENT OUT TO PLAY...,7,2,21,43,,43,,16,13,1,0,2
119,R 16. EVERYTHING IS REMADE AS REASON,7,2,21,43,,44,,16,13,1,0,2
120,R 17. CARROTS,7,2,21,44,,45,,16,13,1,0,2
121,R 18. MY MOTHER NEVER FELL OUT OF LOVE WITH MY FATHER,7,2,21,45,,46,,16,13,1,0,2
122,R 19. THE WALL OF DICTIONARIES...,7,2,21,46,,46,,16,13,1,0,2
123,R 20. MY MOTHER HAS ONLY BEEN ON TWO DATES SINCE MY FATHER DIED,7,2,21,46,,48,,16,13,1,0,2
124,R 21. I THOUGHT IT WAS JUST THAT SHE HADN'T MET THE RIGHT PERSON,7,2,21,48,,49,,16,13,1,0,2
125,R 22. THAT YEAR I WORE MY FATHER'S SWEATER FOR FORTY-TWO DAYS STRAIGHT,7,2,21,49,,49,,16,13,1,0,2
126,R 23. MY MOTHER KEEPS A PHOTOGRAPH OF MY FATHER ON THE WALL NEXT TO HER DESK,7,2,21,50,,50,,16,13,1,0,2
127,R 24. ALL THE FRIENDS I EVER HAD ARE GONE,7,2,21,50,,52,,16,13,1,0,2
128,"R 25. MY BROTHER, THE MESSIAH",7,2,21,52,,53,,16,13,1,0,2
129,R 26. THE SITUATION VERGED ON CRITICAL,7,2,21,53,,54,,16,13,1,0,2
130,R 27. ONE THING I AM NEVER GOING TO DO WHEN I GROW UP,7,2,21,54,,54,,16,13,1,0,2
131,R 28. A HUNDRED THINGS CAN CHANGE YOUR LIFE; A LETTER IS ONE,7,2,21,55,,57,,16,13,1,0,2
132,R 29. MY MOTHER USED TO READ TO ME FROM THE HISTORY OF LOVE,7,2,21,57,,58,,16,13,1,0,2
133,R 30. THE ITALIAN POST TAKES SO LONG; THINGS GET LOST AND LIVES ARE RUINED FOREVER,7,2,21,58,,59,,16,13,1,0,2
134,R 31. EVERY ISRAELITE HOLDS THE HONOR OF HIS ENTIRE PEOPLE IN HIS HANDS,7,2,21,59,,60,,16,13,1,0,2
135,R 32. FOR TWO MONTHS MY MOTHER HARDLY LEFT THE HOUSE,7,2,21,60,,61,,16,13,1,0,2
136,"R 33. THE HISTORY OF LOVE, CHAPTER 10",7,2,21,61,,64,,16,13,1,0,2
137,R 34. THERE WAS NOTHING LEFT TO LOSE,7,2,21,64,,64,,16,13,1,0,2
140,R 1. MY FATHER DID NOT LIKE TO WRITE LETTERS,7,2,30,93,,93,,16,13,1,0,2
141,R 2. HE GAVE ME A PEN THAT COULD WORK WITHOUT GRAVITY,7,2,30,94,,94,,16,13,1,0,2
142,R 3. THE MAN WHO COULDN'T ESCAPE GRAVITY,7,2,30,94,,95,,16,13,1,0,2
143,R 4. I SEARCHED FOR OTHER FORMS OF LIFE,7,2,30,95,,97,,16,13,1,0,2
144,R 5. ONCE I USED THE PEN TO WRITE TO MY FATHER,7,2,30,97,,98,,16,13,1,0,2
145,R 6. IF I HAD A RUSSIAN ACCENT EVERYTHING WOULD BE DIFFERENT,7,2,30,98,,99,,16,13,1,0,2
146,R 7. THE BOY WITH THE ACCORDION,7,2,30,100,,101,,16,13,1,0,2
147,R 8. Блядь,7,2,30,101,,101,,16,13,1,0,2
148,R 9. THE MAN WHO SEARCHED FOR A STONE,7,2,30,101,,103,,16,13,1,0,2
149,R 10. I READ THE LETTER ONE HUNDRED TIMES,7,2,30,104,,105,,16,13,1,0,2
150,R 11. HOW I AM,7,2,30,105,,105,,16,13,1,0,2
151,R 12. NOT MUCH,7,2,30,106,,106,,16,13,1,0,2
152,R 13. THE ETERNAL DISAPPOINTMENT OF LIFE AS IT IS,7,2,30,106,,108,,16,13,1,0,2
153,R 14. THE BIRTH OF FEELING,7,2,30,108,,109,,16,13,1,0,2
155,R UNTIL THE WRITING HAND HURTS [1.1],7,2,35,119,The pages I'd written so long ago...,129,And it was just as frightening as it ever was.,13,12,0,0,2
156,R UNTIL THE WRITING HAND HURTS [1.2],7,2,35,129,I SAT HUNCHED...,132,...door after door swung open.,13,12,0,0,2
157,R UNTIL THE WRITING HAND HURTS [1.3],7,2,35,132,AFTER THE LIBRARY...,134,It's not nothing.,13,12,0,0,2
158,R 1. HOW TO MAKE A FIRE WITHOUT MATCHES,7,2,37,135,,135,,16,13,1,0,2
159,R 2. ALL THE TIME MY BROTHER SAVES MY LIFE,7,2,37,135,,136,,16,13,1,0,2
160,R 3. BUT WHY,7,2,37,136,,136,,16,13,1,0,2
161,R 4. LOST AT SEA,7,2,37,136,,137,,16,13,1,0,2
162,R 5. THE THINGS I WANT TO SAY GET STUCK IN MY MOUTH,7,2,37,137,,137,,16,13,1,0,2
163,R 6. LOOKING FOR SOMEONE WHO MOST LIKELY DOESN'T EXIST,7,2,37,137,,138,,16,13,1,0,2
164,R 7. IF THINGS GO ON LIKE THIS,7,2,37,138,,139,,16,13,1,0,2
165,R 8. INTERGLACIAL,7,2,37,139,,140,,16,13,1,0,2
166,R 9. IF SHE'S REAL,7,2,37,140,,141,,16,13,1,0,2
167,R 10. THEN,7,2,37,141,,142,,16,13,1,0,2
168,E 11. I WAS SIX WHEN MY FATHER WAS DIAGNOSED WITH PANCREATIC,5,2,22,41,,41,,12,1,1,0,2
169,R 11. A WEEK PASSED AND MISHA AND I DIDN'T SPEAK,7,2,37,142,,142,,16,13,1,0,2
170,"E 12. HE LIKED TO COOK AND LAUGH AND SING, COULD START A FIRE WITH HIS HANDS...",5,2,22,41,,41,,12,1,1,0,2
171,R 12. MEMORIES PASSED DOWN TO ME FROM MY FATHER,7,2,37,143,,143,,16,13,1,0,2
172,R 13. TWO WEEKS PASSED...,7,2,37,143,,144,,16,13,1,0,2
173,E 13. MY FATHER WAS NOT A FAMOUS RUSSIAN WRITER,5,2,22,41,,42,,12,1,1,0,2
174,R 14. THEN I HAD AN IDEA,7,2,37,144,,144,,16,13,1,0,2
175,R 15. THE NEXT DAY WAS SUNDAY,7,2,37,144,,145,,16,13,1,0,2
176,E 14. AT THE END OF THE WORLD,5,2,22,42,,43,,12,1,1,0,2
177,"R 16. 31 CHAMBERS STREET, ROM 103",7,2,37,145,,146,,16,13,1,0,2
178,"E 15. WHENEVER I WENT OUT TO PLAY, MY MOTHER WANTED TO KNOW EXACTLY WHERE I WAS GOING TO BE",5,2,22,43,,43,,12,1,1,0,2
179,E 16. EVERYTHING IS REMADE AS REASON,5,2,22,43,,44,,12,1,1,0,2
180,E 17. CARROTS,5,2,22,44,,45,,12,1,1,0,2
181,E 18. MY MOTHER NEVER FELL OUT OF LOVE WITH MY FATHER,5,2,22,45,,46,,12,1,1,0,2
182,E 19.  THE WALL OF DICTIONARIES BETWEEN MY MOTHER AND THE WORLD GETS TALLER EVERY YEAR,5,2,22,46,,46,,12,1,1,0,2
183,E 20. MY MOTHER HAS ONLY BEEN ON TWO DATES SINCE MY FATHER DIED,5,2,22,46,,48,,12,1,1,0,2
184,E 21. I THOUGHT IT WAS JUST THAT SHE HADN'T MET THE RIGHT PERSON,5,2,22,48,,49,,12,1,1,0,2
185,E 22. THAT YEAR I WORE MY FATHER'S SWEATER FOR FORTY-TWO DAYS STRAIGHT,5,2,22,49,,49,,12,1,1,0,2
186,E 23. MY MOTHER KEEPS A PHOTOGRAPH OF MY FATHER ON THE WALL NEXT TO HERDESK,5,2,22,50,,50,,12,1,1,0,2
187,E 24. ALL THE FRIENDS I EVER HAD ARE GONE,5,2,22,50,,52,,12,1,1,0,2
188,E 25. MY BROTHER THE MESSIAH,5,2,22,52,,53,,12,1,1,0,2
189,E 26. THE SITUATION VERGED ON CRITICAL,5,2,22,53,,54,,12,1,1,0,2
190,E 27. ONE THING I AM NEVER GOING TO DO WHEN I GROW UP,5,2,22,54,,54,,12,1,1,0,2
191,R 17. THE WORST MISTAKE MY MOTHER EVER MADE,7,2,37,146,,146,,16,13,1,0,2
192,E 28. A HUNDRED THINGS CAN CHANGE YOUR LIFE; A LETTER IS ONE,5,2,22,55,,57,,12,1,1,0,2
193,R 18. THEN IT WAS TUESDAY,7,2,37,147,,148,,16,13,1,0,2
194,R 19. LONELY PEOPLE ARE ALWAYS UP IN THE MIDDLE OF THE NIGHT,7,2,37,148,,148,,16,13,1,0,2
195,R 20. AWAKE IN THE DARK,7,2,37,148,,149,,16,13,1,0,2
196,E 29. MY MOTHER USED TO READ TO ME FROM THE HISTORY OF LOVE,5,2,22,57,,58,,12,1,1,0,2
197,R 21. SHE MUST HAVE GOTTEN MARRIED!,7,2,37,149,,149,,16,13,1,0,2
198,R 22. BEING NORMAL,7,2,37,149,,149,,16,13,1,0,2
199,E 30. THE ITALIAN POST TAKES SO LONG; THINGS GET LOST AND LIVES ARE RUINED FOREVER,5,2,22,58,,59,,12,1,1,0,2
200,E 31. EVERY ISRAELITE HOLDS THE HONOR OF HIS ENTIRE PEOPLE IN HIS HANDS,5,2,22,59,,60,,12,1,1,0,2
201,R April 9,7,2,37,149,,149,,17,15,1,0,2
202,R April 10,7,2,37,150,,150,,17,15,1,0,2
203,R April 11,7,2,37,150,,151,,17,15,1,0,2
204,E 32. FOR TWO MONTHS MY MOTHER HARDLY LEFT THE HOUSE,5,2,22,60,,61,,12,1,1,0,2
205,"E 33. THE HISTORY OF LOVE, CHAPTER 10",5,2,22,61,,64,,12,1,1,0,2
206,R June 27,7,2,37,151,,151,,17,15,1,0,2
207,E 34.  THERE WAS NOTHING LEFT TO LOSE,5,2,22,64,,64,,12,1,1,0,2
208,R June 28,7,2,37,151,,152,,17,15,1,0,2
210,"R 23. OUTSIDE, IT WAS STILL COMING DOWN",7,2,37,152,,152,,16,13,1,0,2
213,R 1. WHAT I LOOK LIKE NAKED,7,2,44,170,,170,,16,13,1,0,2
214,R 2. MY MOTHER LOOKS RIGHT THROUGH ME,7,2,44,171,,171,,16,13,1,0,2
215,R 3. ALL THE LIES I'VE EVER TOLD WILL COME BACK TO ME ONE DAY,7,2,44,172,,173,,16,13,1,0,2
216,R 4. THE BROKEN LIGHTBULB,7,2,44,173,,175,,16,13,1,0,2
218,R 5. THERE ARE NO PAY PHONES IN THE ARCTIC,7,2,44,175,,175,,16,13,1,0,2
219,R 6. I KNOCK AND SHE ASNWERS,7,2,44,175,,176,,16,13,1,0,2
220,R 7. I'M SICK OF FAMOUS WRITERS,7,2,44,176,,177,,16,13,1,0,2
221,E 1. MY FATHER DID NOT LIKE TO WRITE LETTERS,5,2,25,93,,93,,12,1,1,0,2
222,R 8. UNCLE JULIAN,7,2,44,177,,179,,16,13,1,0,2
223,R 9. MERDE,7,2,44,179,,180,,16,13,1,0,2
224,E 2. HE GAVE ME PEN THAT COULD WORK WITHOUT GRAVITY,5,2,25,94,,94,,12,1,1,0,2
225,R 10. MEMORIES PASSED DOWN TO ME FROM MY MOTHER,7,2,44,180,,180,,16,13,1,0,2
226,E 3. THE MAN WHO COULDN'T ESCAPE GRAVITY,5,2,25,94,,95,,12,1,1,0,2
227,E 4. I SEARCHED OUT OTHER FORMS OF LIFE,5,2,25,95,,97,,12,1,1,0,2
228,R 11. HOW TO RESTORE A HEARTBEAT,7,2,44,181,,181,,16,13,1,0,2
229,R 12. I GAVE UP,7,2,44,181,,182,,16,13,1,0,2
230,E 5. ONCE I USED THE PEN TO WRITE MY FATHER,5,2,25,97,,98,,12,0,0,0,2
231,R 13. THEN IT WAS SEPTEMBER,7,2,44,182,,182,,16,13,1,0,2
232,E 6. IF I HAD A RUSSIAN ACCENT EVERYTHING WOULD BE DIFFERENT,5,2,25,98,,99,,12,1,1,0,2
233,E 7. THE BOY WITH THE ACCORDION,5,2,25,100,,101,,12,1,1,0,2
234,E 8. Блядь,5,2,25,101,,101,,12,1,1,0,2
235,R THE LAST PAGE [1.1],7,2,46,183,In the beginning it was easy.,187,...locked with a key he thought he'd hidden.,18,17,0,0,2
236,R THE LAST PAGE [1.2],7,2,46,187,We always woke at five or six in the morning...,191,...and hurried out to the car.,18,17,0,0,2
237,R 1. THE LONGDING THAT EXISTS BETWEEN SPECIES,7,2,47,192,,192,,16,13,1,0,2
238,R 2. SELF-PORTRAIT WITH BREASTS,7,2,47,193,,193,,16,13,1,0,2
239,R 3. HOW TO WATERPROFF YOUR BROTHER,7,2,47,193,,194,,16,13,1,0,2
240,"R 4. THE MORE I THOUGHT ABOUT IT, THE MORE MY STOMACH HURT",7,2,47,194,,194,,16,13,1,0,2
241,R 5. ONCE,7,2,47,195,,195,,16,13,1,0,2
242,R 6. I READ IT AGAIN,7,2,47,195,,195,,16,13,1,0,2
243,R 7. AND AGAIN,7,2,47,196,,196,,16,13,1,0,2
244,R 8. AND AGAIN,7,2,47,196,,196,,16,13,1,0,2
245,R 9. HOLY COW,7,2,47,196,,196,,16,13,1,0,2
246,R 10. THE SITUATION,7,2,47,196,,196,,16,13,1,0,2
247,R 11. WAITING,7,2,47,197,,197,,16,13,1,0,2
248,R 12. ALL THE FRIENDS I EVER HAD,7,2,47,197,,198,,16,13,1,0,2
249,"R 13. IN ANOTHER ROOM, MY MOTHER SLEPT CURLED NEXT TO THE WARMTH OF A PILE OF BOOKS",7,2,47,198,,198,,16,13,1,0,2
250,R 14. I TRIED NOT TO THINK ABOUT,7,2,47,198,,198,,16,13,1,0,2
251,R 15. I SHOULD,7,2,47,198,,199,,16,13,1,0,2
252,R 16. A HUNDRED THINGS CAN CHANGE YOUR LIFE,7,2,47,199,,199,,16,13,1,0,2
253,R 17. LOOK AT ME,7,2,47,199,,200,,16,13,1,0,2
254,R 18. I TOLD HIM THE WHOLE STORY ABOUT THE HISTORY OF LOVE,7,2,47,200,,200,,16,13,1,0,2
255,R 19. I JUST DO,7,2,47,200,,201,,16,13,1,0,2
256,"R 20. SHALLON, SHALLOP, SHALLOT, SHALLOW",7,2,47,201,,201,,16,13,1,0,2
257,"R 21. SHALOM, SHAM, SHAMAN, SHAMBLE",7,2,47,201,,201,,16,13,1,0,2
258,R 22. I DECIDED THERE WAS NOTHING LEFT TO LOSE,7,2,47,201,,202,,16,13,1,0,2
259,R September 28,7,2,49,203,,203,,17,15,1,0,2
260,R September 29,7,2,49,204,,204,,17,15,1,0,2
261,R September 30,7,2,49,204,,205,,17,15,1,0,2
262,R October 1,7,2,49,205,,205,,17,15,1,0,2
263,R October 2,7,2,49,206,,206,,17,15,1,0,2
264,R October 3,7,2,49,206,,207,,17,15,1,0,2
265,R October 4,7,2,49,207,,207,,17,15,1,0,2
267,R October 5,7,2,51,213,,215,,17,15,1,0,2
268,R October 6,7,2,51,215,,218,,17,15,1,0,2
269,R October 7,7,2,51,218,,218,,17,15,1,0,2
270,R A + L [1.1],7,2,53,219,,219,,16,13,0,0,2
271,R A + L [1.2],7,2,53,220,,220,,13,12,0,0,2
272,R A + L [1.3],7,2,53,221,,221,,16,13,0,0,2
273,R A + L [1.4],7,2,53,222,,222,,13,12,0,0,2
274,R A + L [1.5],7,2,53,223,,223,,16,13,0,0,2
275,R A + L [1.6],7,2,53,224,,224,,13,12,0,0,2
276,R A + L [1.7],7,2,53,225,,225,,16,13,0,0,2
277,R A + L [1.8],7,2,53,226,,226,,13,12,0,0,2
278,R A + L [1.9],7,2,53,227,,227,,16,13,0,0,2
279,R A + L [2.1],7,2,53,228,,228,,13,12,0,0,2
280,R A + L [2.2],7,2,53,229,,229,,16,13,0,0,2
281,R A + L [2.3],7,2,53,230,,230,,13,12,0,0,2
282,R A + L [2.4],7,2,53,231,,231,,16,13,0,0,2
283,R A + L [2.5],7,2,53,232,,232,,13,12,0,0,2
284,R A + L [2.6],7,2,53,233,,233,,16,13,0,0,2
285,R A + L [2.7],7,2,53,234,,234,,13,12,0,0,2
286,R A + L [2.8],7,2,53,235,,235,,16,13,0,0,2
287,R A + L [2.9],7,2,53,236,,236,,13,12,0,0,2
288,R A + L [3.1],7,2,53,237,,237,,16,13,0,0,2
289,R A + L [3.2],7,2,53,238,,238,,13,12,0,0,2
290,R A + L [3.3],7,2,53,239,,239,,16,13,0,0,2
291,R A + L [3.4],7,2,53,240,,240,,13,12,0,0,2
292,R A + L [3.5],7,2,53,241,,241,,16,13,0,0,2
293,R A + L [3.6],7,2,53,242,,242,,13,12,0,0,2
294,R A + L [3.7],7,2,53,243,,243,,16,13,0,0,2
295,R A + L [3.8],7,2,53,244,,244,,13,12,0,0,2
296,R A + L [3.9],7,2,53,245,,245,,16,13,0,0,2
297,R A + L [4.1],7,2,53,246,,246,,13,12,0,0,2
298,R A + L [4.2],7,2,53,247,,247,,16,13,0,0,2
299,R A + L [4.3],7,2,53,248,,250,,13,12,0,0,2
300,R A + L [4.4],7,2,53,251,,251,,16,13,0,0,2
301,R A + L [4.5],7,2,53,252,,252,,13,12,0,0,2
303,E 9. THE MAN WHO SEARCHED FOR A STONE,5,2,25,101,,103,,12,1,1,0,2
304,E 10. I READ THE LETTER ONE HUNDRED TIMES,5,2,25,104,,105,,12,1,1,0,2
305,E 11. HOW I AM,5,2,25,105,,105,,12,1,1,0,2
306,E 12. NOT MUCH,5,2,25,106,,106,,12,1,1,0,2
307,E 13. THE ETERNAL DISAPPOINTMENT OF LIFE AS IT IS,5,2,25,106,,108,,12,1,1,0,2
308,E 14. THE BIRTH OF FEELING,5,2,25,108,,109,,12,1,1,0,2
311,E 1. HOW TO MAKE A FIRE WITHOUT MATCHES,5,2,31,135,,135,,12,1,1,0,2
312,E 2. ALL THE TIME MY BROTHER SAVES MY LIFE,5,2,31,135,,136,,12,1,1,0,2
313,E 3. BUT WHY,5,2,31,136,,136,,12,1,1,0,2
314,E 4. LOST AT SEA,5,2,31,136,,137,,12,1,1,0,2
315,E 5. THE THINGS I WANT TO SAY GET STUCK IN MY MOUTH,5,2,31,137,,137,,12,1,1,0,2
316,E 6. LOOKING FOR SOMEONE WHO DOESN'T EXIST,5,2,31,137,,138,,12,1,1,0,2
317,E 7. IF THINGS GO ON LIKE THIS,5,2,31,138,,139,,12,1,1,0,2
318,E 8. INTERGLACIAL,5,2,31,139,,140,,12,1,1,0,2
319,E 9. IF SHE'S REAL,5,2,31,140,,141,,12,1,1,0,2
320,E 10. THEN,5,2,31,141,,142,,12,1,1,0,2
321,E 11. A WEEK PASSED AND MISHA AND I DIDN'T SPEAK,5,2,31,142,,142,,12,1,1,0,2
322,E 12. MEMORIES PASSED DOWN TO ME FROM MY FATHER,5,2,31,143,,143,,12,1,1,0,2
323,"E 13. TWO WEEKS PASSED, MISHA AND I STILL HADN'T SPOKEN, UNCLE JULIAN...",5,2,31,143,,144,,12,1,1,0,2
324,E 14. THEN I HAD IDEA,5,2,31,144,,144,,12,1,1,0,2
325,E 15. THE NEXT DAY WAS SUNDAY,5,2,31,144,,145,,12,1,1,0,2
326,"E 16. 31 CHAMBERS STREET, ROOM 103",5,2,31,145,,146,,12,1,1,0,2
327,E 17. THE WORST MISTAKE MY MOTHER EVER MADE,5,2,31,146,,146,,12,1,1,0,2
328,E 18. THEN IT WAS TUESDAY,5,2,31,147,,148,,12,1,1,0,2
329,E 19. LONELY PEOPLE ARE ALWAYS UP IN THE MIDDLE OF THE NIGHT,5,2,31,148,,148,,12,1,1,0,2
330,E 20. AWAKE IN THE DARK,5,2,31,148,,149,,12,1,1,0,2
331,E 21. SHE MUST HAVE GOTTEN MARRIED!,5,2,31,149,,149,,12,1,1,0,2
332,E 22. BEING NORMAL,5,2,31,149,,152,,12,1,1,0,2
333,E April 9,5,2,31,149,,149,,14,1,1,0,2
334,E April 10,5,2,31,150,,150,,12,1,1,0,2
335,E April 11,5,2,31,150,,151,,14,1,1,0,2
336,E June 27,5,2,31,151,,151,,14,1,1,0,2
337,E June 28,5,2,31,151,,152,,14,1,1,0,2
338,"E 23. OUTSIDE, IT WAS STILL COMING DOWN",5,2,31,153,,153,,12,1,1,0,2
341,E 1. WHAT I LOOK LIKE NAKED,5,2,36,170,,170,,12,1,1,0,2
342,E 2. MY MOTHER LOOKS RIGHT THROUGH ME,5,2,36,171,,171,,12,0,0,0,2
343,E 3. ALL THE LIES I'VE EVER TOLD WILL COME BACK TO ME ONE DAY,5,2,36,172,,173,,12,1,1,0,2
344,E 4. THE BROKEN LIGHTBULB,5,2,36,173,,175,,12,1,1,0,2
345,E 5. THERE ARE NO PAY PHONES IN THE ARCTIC,5,2,36,175,,175,,12,1,1,0,2
346,E 6. I KNOCK AND SHE ANSWERS,5,2,36,175,,176,,12,1,1,0,2
347,E 7. I'M SICK OF FAMOUS WRITERS,5,2,36,176,,177,,12,1,1,0,2
348,E 8. UNCLE JULIAN,5,2,36,177,,179,,12,1,1,0,2
349,E 9. MERDE,5,2,36,179,,180,,12,1,1,0,2
350,E 10. MEMORIES PASSED DOWN  TO ME FROM MY MOTHER,5,2,36,180,,180,,12,1,1,0,2
351,E 11. HOW TO RESTORE A HEARTBEAT,5,2,36,181,,181,,12,1,1,0,2
352,E 12. I GAVE UP,5,2,36,181,,182,,12,1,1,0,2
353,E 13. THEN IT WAS SEPTEMBER,5,2,36,182,,182,,12,1,1,0,2
355,E 1. THE LONGING THAT EXISTS BETWEEN SPECIES,5,2,39,192,,192,,12,1,1,0,2
356,E 2. SELF-PORTRAIT WITH BREASTS,5,2,39,193,,193,,12,1,1,0,2
357,E 3. HOW TO WATERPROOF YOUR BROTHER,5,2,39,193,,194,,12,1,1,0,2
358,E 5. ONCE,5,2,39,195,,195,,12,1,1,0,2
359,E 6.  I READ IT AGAIN,5,2,39,195,,195,,12,0,0,0,2
