id,Type of Relationship,Character 1,Character 2,Is Reciprocal?,Narrative Container,Start Page,End Page
176,"Knows","Jane Fulton","marketing and development officer of Ontario Reads","1","Jane Fulton <jfulton@ontarioreads.ca> September 22, 2011, 1:15 a.m.","54","54"
177,"Knows of","Hina Hassani","marketing and development officer of Ontario Reads","1","Jane Fulton <jfulton@ontarioreads.ca> September 22, 2011, 1:15 a.m.","54","54"
178,"Exchange","Hina Hassani","Jane Fulton","1","Me <hhassani@ontarioreads.ca> September 22, 2011, 11:50 a.m.","55","56"
179,"Knows of","Jane Fulton","Oprah Winfrey","0","Jane Fulton <jfulton@ontarioreads.ca> September 22, 2011, 1:15 a.m.","55","55"
180,"Knows of","Hina Hassani","Oprah Winfrey","0","Jane Fulton <jfulton@ontarioreads.ca> September 22, 2011, 1:15 a.m.","55","55"
181,"Knows of","Hina Hassani","Ontario Reads facilitators","1","Me <hhassani@ontarioreads.ca> September 22, 2011, 11:50 a.m.","55","55"
182,"Knows","Jane Fulton","Ontario Reads facilitators","1","Me <hhassani@ontarioreads.ca> September 22, 2011, 11:50 a.m.","55","55"
183,"Knows","Geraldine McDonough","parents in the community","0","June 6, 2011","13","14"
184,"Knows","Geraldine McDonough","children in the community","0","June 6, 2011","13","14"
185,"Knows of","Hina Hassani","children in the community","0","June 6, 2011","13","14"
186,"Knows of","Hina Hassani","parents in the community","0","June 6, 2011","13","14"
187,"Knows","Hina Hassani","children in the community","0","Daily Report: September 14, 2011","31","33"
188,"Knows","Hina Hassani","parents in the community","1","Daily Report: September 14, 2011","31","33"
189,"Knows","Hina Hassani","children in the community","0","Daily Report: September 22, 2011","50","51"
190,"Knows","Hina Hassani","parents in the community","0","Daily Report: September 22, 2011","50","51"
191,"Knows","Hina Hassani","parents in the community","0","Jane Fulton <jfulton@ontarioreads.ca> September 22, 2011, 1:15 a.m.","54","55"
192,"Knows","Jane Fulton","parents in the community","0","Jane Fulton <jfulton@ontarioreads.ca> September 22, 2011, 1:15 a.m.","54","55"
193,"Knows","Jane Fulton","children in the community","0","Jane Fulton <jfulton@ontarioreads.ca> September 22, 2011, 1:15 a.m.","54","55"
194,"Knows","Hina Hassani","children in the community","0","Jane Fulton <jfulton@ontarioreads.ca> September 22, 2011, 1:15 a.m.","54","55"
195,"Knows","Hina Hassani","parents in the community","0","Me <hhassani@ontarioreads.ca> September 22, 2011, 11:50 a.m.","55","56"
196,"Knows","Hina Hassani","children in the community","0","Me <hhassani@ontarioreads.ca> September 22, 2011, 11:50 a.m.","55","56"
197,"Knows","Jane Fulton","children in the community","0","Sylvie I","55","56"
198,"Knows","Jane Fulton","parents in the community","0","Me <hhassani@ontarioreads.ca> September 22, 2011, 11:50 a.m.","55","56"
199,"Exchange","Jane Fulton","Hina Hassani","1","Jane Fulton <jfulton@ontarioreads.ca> September 22, 2011, 2:30 p.m.","56","57"
200,"Knows","Jane Fulton","parents in the community","0","Jane Fulton <jfulton@ontarioreads.ca> September 22, 2011, 2:30 p.m.","57","57"
201,"Knows","Hina Hassani","parents in the community","0","Jane Fulton <jfulton@ontarioreads.ca> September 22, 2011, 2:30 p.m.","57","57"
202,"Knows of","Hina Hassani","""hungry people"" (57)","0","Jane Fulton <jfulton@ontarioreads.ca> September 22, 2011, 2:30 p.m.","57","57"
203,"Knows of","Jane Fulton","""hungry people"" (57)","0","Jane Fulton <jfulton@ontarioreads.ca> September 22, 2011, 2:30 p.m.","57","57"
204,"Knows of","Jane Fulton","Oprah Winfrey","0","Jane Fulton <jfulton@ontarioreads.ca> September 22, 2011, 2:30 p.m.","57","57"
205,"Knows of","Hina Hassani","Oprah Winfrey","0","Jane Fulton <jfulton@ontarioreads.ca> September 22, 2011, 2:30 p.m.","57","57"
206,"Exchange","Clara Jane Donohue","Laura Mitkowski","1","Laura II","59","59"
207,"Exchange","Sylvie Beaudoin","Clara Jane Donohue","1","Laura II","59","60"
208,"Exchange","Sylvie Beaudoin","Laura Mitkowski","1","Laura II","59","60"
209,"Knows","Sylvie Beaudoin","Marie Beaudoin","1","Laura II","59","59"
210,"Knows of","Clara Jane Donohue","Marie Beaudoin","1","Laura II","59","59"
211,"Knows of","Laura Mitkowski","Marie Beaudoin","1","Laura II","59","59"
212,"Knows","Clara Jane Donohue","Mrs. Finnegan","1","Laura II","59","59"
213,"Knows","Sylvie Beaudoin","Mrs. Finnegan","1","Laura II","59","59"
214,"Knows","Laura Mitkowski","Mrs. Finnegan","1","Laura II","59","59"
215,"Knows of","Sylvie Beaudoin","Clara's dad (name?)","0","Laura II","60","60"
216,"Knows","Clara Jane Donohue","Clara's dad (name?)","1","Laura II","60","60"
217,"Knows","Laura Mitkowski","""a flurry of children"" (60)","0","Laura II","60","60"
218,"Exchange","Hina Hassani","Laura Mitkowski","1","Laura II","60","62"
219,"Knows","Laura Mitkowski","""three toddlers"" (60)","0","Laura II","60","60"
220,"Knows","Laura Mitkowski","""their parents"" (60)","1","Laura II","60","60"
221,"Knows","Hina Hassani","""three toddlers"" (60)","1","Laura II","60","60"
222,"Knows","Hina Hassani","""their parents"" (60)","1","Laura II","60","60"
223,"Knows","Hina Hassani","""the school-agers"" (61)","1","Laura II","61","61"
224,"Knows","Hina Hassani","""their parents"" (60)","1","Laura II","61","61"
225,"Knows","""the parents"" (61)","""the school-agers"" (61)","1","Laura II","61","61"
226,"Knows","Laura Mitkowski","""the school-agers"" (61)","0","Laura II","61","61"
227,"Knows","Laura Mitkowski","""their parents"" (60)","0","Laura II","61","61"
228,"Knows","Laura Mitkowski","Cory Mitkowski","1","Laura II","61","61"
229,"Knows","Hina Hassani","Cory Mitkowski","1","Laura II","61","61"
230,"Exchange","Principal Sankiewicz","Edna Espiritu","1","Bing II","63","63"
231,"Exchange","Aiden Redden","Bing/Bernard Espiritu","1","Bing II","63","63"
232,"Knows","Principal Sankiewicz","Aiden Redden","1","Bing II","63","63"
233,"Knows","Principal Sankiewicz","Bing/Bernard Espiritu","1","Bing II","63","65"
234,"Knows","Principal Sankiewicz","Cole Hester","1","Bing II","63","63"
235,"Knows of","Bing/Bernard Espiritu","Justin Bieber","0","Bing II","63","63"
236,"Knows","Bing/Bernard Espiritu","Cole Hester","1","Bing II","63","64"
237,"Knows","Bing/Bernard Espiritu","Edna Espiritu","1","Bing II","63","63"
238,"Knows","Mrs Emerson","the children on the bus","1","Bing II","63","63"
239,"Knows","Bing/Bernard Espiritu","the children on the bus","1","Bing II","63","64"
240,"Knows of","Edna Espiritu","Aiden Redden","1","Bing II","63","64"
241,"Knows of","Edna Espiritu","Cole Hester","1","Bing II","63","64"
242,"Knows","Bing/Bernard Espiritu","Aiden Redden","1","Bing II","64","64"
243,"Exchange","Sylvie Beaudoin","the children on the bus","1","Bing II","64","64"
244,"Exchange","Sylvie Beaudoin","Bing/Bernard Espiritu","1","Bing II","64","64"
245,"Knows","Bing/Bernard Espiritu","Mrs Emerson","1","Bing II","63","65"
246,"Exchange","Bing/Bernard Espiritu","Edna Espiritu","1","Bing II","64","64"
247,"Knows","Bing/Bernard Espiritu","the bus driver","1","Bing II","64","64"
248,"Knows","Bing/Bernard Espiritu","Sylvie Beaudoin","1","Bing II","65","65"
249,"Knows","Bing/Bernard Espiritu","Edna Espiritu","1","Bing II","65","65"
250,"Exchange","Marie Beaudoin","Sylvie Beaudoin","1","Sylvie II","67","67"
251,"Knows","Sylvie Beaudoin","Mr. George","1","Sylvie II","67","67"
252,"Knows","Marie Beaudoin","Mr. George","1","Sylvie II","67","67"
253,"Knows","Sylvie Beaudoin","Jonathon Beaudoin","1","Sylvie II","67","68"
254,"Knows","Sylvie Beaudoin","Johnny Beaudoin","1","Sylvie II","67","68"
255,"Knows","Marie Beaudoin","Jonathon Beaudoin","1","Sylvie II","67","67"
256,"Knows","Marie Beaudoin","Johnny Beaudoin","1","Sylvie II","67","67"
257,"Knows","Sylvie Beaudoin","Bing/Bernard Espiritu","1","Sylvie II","67","67"
258,"Exchange","""one of the Vietnamese ladies at the counter"" (67)","Marie Beaudoin","1","Sylvie II","67","67"
259,"Knows","Sylvie Beaudoin","""one of the Vietnamese ladies at the counter"" (67)","1","Sylvie II","67","67"
260,"Exchange","Edna Espiritu","Marie Beaudoin","1","Sylvie II","68","68"
261,"Knows","Marie Beaudoin","Bing/Bernard Espiritu","1","Sylvie II","68","68"
262,"Knows","Sylvie Beaudoin","Edna Espiritu","1","Sylvie II","67","68"
263,"Knows","Sylvie Beaudoin","Marie Beaudoin","1","Sylvie II","68","69"
264,"Exchange","Bing/Bernard Espiritu","Edna Espiritu","1","Sylvie II","68","68"
265,"Knows","Bing/Bernard Espiritu","""a white lady"" at the nail salon (68)","1","Sylvie II","68","68"
266,"Knows","Sylvie Beaudoin","""a white lady"" at the nail salon (68)","1","Sylvie II","68","68"
267,"Knows","Edna Espiritu","""a white lady"" at the nail salon (68)","1","Sylvie II","68","68"
268,"Knows","Sylvie Beaudoin","Ivana","1","Sylvie II","68","68"
269,"Knows","Bing/Bernard Espiritu","Ivana","1","Sylvie II","68","68"
270,"Exchange","Ivana","Bing/Bernard Espiritu","1","Sylvie II","69","69"
271,"Exchange","Ivana","Sylvie Beaudoin","1","Sylvie II","69","69"
272,"Knows","Ivana","men who ""come here for tugs"" (69)","1","Sylvie II","69","69"
